19°58′06″S,-19.9684217,43°50′18″W,-43.83844228,11.2377,115.783°
19°56′53″S,-19.9480364,43°52′33″W,-43.87581858,6.7418,112.857°
20°00′08″S,-20.00213804,43°53′35″W,-43.89309186,9.6943,152.975°
19°56′21″S,-19.93928933,44°01′24″W,-44.02327131,9.3509,259.854°
19°53′47″S,-19.89635181,43°56′08″W,-43.93542752,3.1311,359.637°
19°54′07″S,-19.90182676,43°50′44″W,-43.84549947,9.7175,74.973°
20°00′00″S,-19.99998589,43°57′57″W,-43.96571749,8.9802,200.778°
19°53′09″S,-19.88586435,43°57′16″W,-43.95432963,4.7387,335.077°
19°48′11″S,-19.802957,43°56′27″W,-43.94083513,13.5317,357.519°
19°49′15″S,-19.82093718,43°53′30″W,-43.89179859,12.3829,21.535°
19°59′16″S,-19.98786639,43°58′02″W,-43.96717152,7.7986,205.342°
19°58′42″S,-19.9782584,44°02′01″W,-44.03353013,11.8894,239.791°
19°49′24″S,-19.82337474,43°56′43″W,-43.94537335,11.2978,354.614°
19°52′13″S,-19.870245,43°54′45″W,-43.91246028,6.4879,21.545°
19°56′53″S,-19.94815846,43°49′52″W,-43.83117574,11.1944,103.612°
19°56′57″S,-19.94921578,44°01′03″W,-44.01757498,9.0374,252.278°
19°54′34″S,-19.90938125,43°54′24″W,-43.90671948,3.4238,60.585°
19°56′33″S,-19.94238642,44°03′39″W,-44.06089086,13.2884,261.369°
19°57′54″S,-19.96487083,43°54′34″W,-43.90949482,5.235,149.064°
19°50′32″S,-19.84209735,43°52′41″W,-43.87810738,10.9414,33.113°
19°59′50″S,-19.99720852,43°58′25″W,-43.97362089,9.0277,206.384°
20°02′09″S,-20.03588435,43°54′51″W,-43.91408882,12.5844,169.886°
19°53′40″S,-19.89439363,43°58′19″W,-43.97188813,5.0897,311.138°
19°54′07″S,-19.90203251,44°04′00″W,-44.06658238,13.961,280.29°
20°00′13″S,-20.00369498,43°58′09″W,-43.96923118,9.4982,201.966°
19°58′31″S,-19.97526636,43°59′01″W,-43.98367085,7.5844,221.878°
19°59′10″S,-19.9860729,43°59′31″W,-43.99185448,9.0519,220.828°
19°52′32″S,-19.87544246,44°00′43″W,-44.0120372,9.7103,304.178°
19°53′12″S,-19.88662319,44°02′29″W,-44.04149318,11.8842,290.745°
19°50′39″S,-19.84412068,43°56′04″W,-43.9344516,8.9409,0.527°
19°53′40″S,-19.89445029,43°55′02″W,-43.91717487,3.8394,29.475°
19°53′42″S,-19.89513208,43°52′49″W,-43.88029392,6.6096,60.39°
20°01′25″S,-20.02373492,43°57′08″W,-43.95211043,11.1774,189.076°
19°55′16″S,-19.92102662,43°49′46″W,-43.82955588,11.0579,88.015°
20°02′20″S,-20.0388218,43°53′50″W,-43.89728602,13.3199,162.679°
20°01′04″S,-20.0177617,44°00′53″W,-44.01479365,13.2953,218.708°
19°55′00″S,-19.91675321,43°56′05″W,-43.93485299,0.8628,2.672°
20°01′52″S,-20.0312344,43°52′58″W,-43.8826814,13.0811,155.175°
19°59′03″S,-19.98419472,43°55′57″W,-43.93245683,6.6458,177.493°
19°53′09″S,-19.88578809,43°55′45″W,-43.92921562,4.3518,8.322°
19°54′22″S,-19.90622285,43°54′46″W,-43.9128942,3.0973,48.976°
19°52′12″S,-19.87000507,43°57′30″W,-43.95829989,6.5237,338.297°
19°55′11″S,-19.91974559,44°02′57″W,-44.04912207,11.9207,272.524°
19°59′37″S,-19.99359585,43°51′02″W,-43.85060394,11.7196,130.991°
19°59′21″S,-19.98909476,43°50′14″W,-43.83718609,12.518,125.041°
19°59′35″S,-19.9930307,43°50′48″W,-43.84670516,11.9903,129.487°
19°53′17″S,-19.88818904,43°49′39″W,-43.82744557,11.9747,70.306°
19°50′17″S,-19.83813362,43°53′33″W,-43.89252328,10.5945,24.95°
19°57′34″S,-19.95954931,43°50′27″W,-43.84073923,10.6217,111.547°
19°51′04″S,-19.85107064,43°56′05″W,-43.93468061,8.1677,0.409°
19°55′40″S,-19.92771184,44°00′32″W,-44.00894392,7.7156,267.335°
20°01′34″S,-20.02608641,43°58′51″W,-43.98080441,12.2619,202.851°
19°55′16″S,-19.9211423,43°59′09″W,-43.98579546,5.3,274.034°
20°00′04″S,-20.00120638,43°53′02″W,-43.8838334,10.083,147.802°
19°58′07″S,-19.96851612,44°00′08″W,-44.00211057,8.5353,234.99°
20°02′15″S,-20.03742065,43°57′49″W,-43.96351193,12.9026,193.237°
20°00′41″S,-20.01138701,43°58′58″W,-43.98291487,10.8735,207.274°
19°52′21″S,-19.87247492,43°52′03″W,-43.867369,9.158,50.823°
20°00′54″S,-20.01512874,43°59′00″W,-43.98319538,11.258,206.436°
19°50′30″S,-19.84155744,43°59′08″W,-43.98565287,10.6263,330.24°
19°51′26″S,-19.85711696,43°49′41″W,-43.82815579,13.4763,56.228°
20°00′15″S,-20.00428143,43°50′25″W,-43.84041588,13.3043,131.85°
19°55′12″S,-19.92011354,44°03′29″W,-44.05802791,12.8495,272.156°
19°49′41″S,-19.82812658,43°55′33″W,-43.92578827,10.7649,5.27°
